POS,NEG,HAS_NO,HAS_EXCLAMATION,WORDS,PRONOUNS,LABEL
1870,4,3,0,0,3.332204510175204,5,negative
1871,0,1,0,0,1.3862943611198906,1,negative
1872,2,0,1,0,2.302585092994046,1,negative
1874,8,6,0,0,3.367295829986474,3,positive
1876,6,0,1,0,2.5649493574615367,0,negative
1877,0,0,0,1,1.3862943611198906,1,positive
1878,7,2,0,0,3.2188758248682006,3,negative
1879,6,0,0,0,3.332204510175204,4,negative
1880,5,1,0,0,2.9444389791664403,2,negative
1881,3,3,0,0,2.8903717578961645,0,negative
1883,2,1,0,0,3.2188758248682006,1,negative
1884,6,3,0,0,3.4011973816621555,7,negative
1885,1,5,0,0,3.4011973816621555,3,negative
1886,3,0,0,1,3.1354942159291497,1,negative
1887,5,3,0,0,3.332204510175204,7,negative
1888,4,3,1,0,3.1780538303479458,1,negative
1889,4,4,0,1,3.4011973816621555,3,negative
1890,5,3,0,0,3.4011973816621555,3,negative
1891,6,0,1,0,3.044522437723423,3,negative
1892,1,2,0,1,2.5649493574615367,1,positive
1893,4,3,0,0,3.091042453358316,1,negative
1895,6,6,0,0,3.4011973816621555,2,negative
1896,8,1,0,1,3.332204510175204,2,negative
1897,3,2,0,0,2.4849066497880004,0,negative
1898,6,1,0,1,3.295836866004329,5,negative
1901,3,0,0,0,2.5649493574615367,2,negative
1904,4,1,0,0,2.5649493574615367,1,negative
1907,7,3,0,0,3.2188758248682006,4,negative
1908,6,2,0,0,2.70805020110221,3,negative
1909,2,1,0,1,2.772588722239781,2,negative
1910,4,3,0,0,3.258096538021482,2,negative
1911,6,2,0,1,3.295836866004329,4,negative
1912,3,0,0,0,2.0794415416798357,1,negative
1913,7,1,0,1,3.4965075614664802,5,negative
1914,8,2,0,0,3.367295829986474,1,negative
1915,1,2,0,0,2.70805020110221,0,negative
1917,5,2,0,0,2.9444389791664403,0,negative
1918,6,4,0,0,3.4339872044851463,3,negative
1920,6,1,0,0,3.367295829986474,2,positive
1923,8,4,0,0,3.4657359027997265,4,negative
1924,9,5,0,0,3.4339872044851463,2,negative
1925,2,1,0,0,3.295836866004329,2,negative
1926,8,1,0,1,3.4011973816621555,3,negative
1927,4,4,1,0,3.044522437723423,1,negative
1928,3,1,0,0,2.833213344056216,2,positive
1929,7,4,0,1,3.367295829986474,4,negative
1930,10,2,0,0,3.4011973816621555,6,negative
1931,3,1,1,0,2.9444389791664403,2,negative
1932,6,3,0,0,3.4011973816621555,2,negative
1933,3,1,0,1,2.8903717578961645,2,negative
1935,0,0,0,0,1.791759469228055,0,negative
1936,7,3,0,1,3.4011973816621555,4,negative
1937,7,0,0,0,2.8903717578961645,1,negative
1938,0,0,0,0,1.0986122886681098,1,positive
1939,3,0,0,0,2.3978952727983707,2,negative
1941,7,5,1,0,3.2188758248682006,2,negative
1942,7,0,0,1,3.295836866004329,1,negative
1943,3,2,0,1,2.8903717578961645,4,negative
1944,3,6,0,0,3.2188758248682006,2,negative
1945,6,1,1,0,3.367295829986474,3,negative
1946,2,1,0,0,1.9459101490553132,1,negative
1947,9,0,0,0,3.4339872044851463,6,negative
1949,3,1,0,1,3.367295829986474,5,positive
1950,2,0,0,1,2.302585092994046,2,negative
1951,5,0,0,1,2.8903717578961645,0,negative
1952,3,4,0,0,3.2188758248682006,2,negative
1953,6,2,0,1,3.1354942159291497,1,negative
1954,4,0,0,0,3.258096538021482,2,negative
1955,3,1,0,1,3.1354942159291497,5,negative
1957,5,2,0,0,3.332204510175204,4,negative
1958,2,1,0,1,2.70805020110221,2,negative
1959,5,1,0,0,3.1780538303479458,4,negative
1960,3,4,0,1,3.1354942159291497,3,negative
1961,3,2,0,0,3.2188758248682006,4,negative
1962,2,2,0,1,3.258096538021482,5,negative
1963,3,7,0,1,3.044522437723423,2,negative
1964,0,2,0,1,2.1972245773362196,1,negative
1965,3,1,0,0,2.4849066497880004,2,negative
1966,2,1,0,1,3.044522437723423,4,negative
1967,7,3,1,0,3.1780538303479458,2,negative
1968,1,0,0,1,1.9459101490553132,1,positive
1969,0,0,0,1,1.3862943611198906,1,positive
1970,6,2,0,0,3.1780538303479458,4,negative
1971,7,0,0,0,3.4657359027997265,1,negative
1972,6,1,0,1,3.4339872044851463,4,negative
1974,6,1,0,0,3.258096538021482,3,negative
1975,4,1,0,0,3.258096538021482,4,negative
1976,4,0,1,0,3.1354942159291497,0,negative
1977,4,3,1,0,3.332204510175204,2,negative
1978,3,3,0,0,3.258096538021482,5,negative
1979,7,5,0,0,3.332204510175204,2,negative
1980,0,1,0,1,1.9459101490553132,2,positive
1981,3,5,0,0,2.9444389791664403,0,negative
1982,6,1,0,0,3.332204510175204,3,negative
1983,6,1,1,0,3.367295829986474,0,negative
1985,1,1,0,1,2.3978952727983707,0,negative
1986,5,2,0,0,3.5263605246161616,3,negative
1987,4,1,0,0,2.772588722239781,2,negative
1988,9,2,0,1,3.295836866004329,4,negative
1989,5,4,0,0,3.295836866004329,1,negative
1991,5,3,0,0,3.044522437723423,1,negative
1992,6,0,0,0,3.044522437723423,5,negative
1993,2,5,0,0,2.8903717578961645,0,negative
1994,0,2,0,0,2.4849066497880004,1,negative
1995,8,1,0,0,3.091042453358316,0,negative
1996,8,2,1,0,3.4965075614664802,1,negative
1997,8,1,0,0,3.258096538021482,2,negative
1998,0,3,0,0,2.9444389791664403,2,positive
1999,2,1,0,0,2.4849066497880004,1,negative
2000,2,2,0,0,3.332204510175204,2,negative
2001,5,1,1,0,2.1972245773362196,0,negative
2004,4,2,0,0,2.5649493574615367,2,negative
2005,7,2,0,0,3.1354942159291497,3,negative
2006,3,3,0,0,3.2188758248682006,3,positive
2007,0,1,0,0,1.3862943611198906,1,negative
2010,6,3,0,0,3.1780538303479458,1,negative
2013,2,4,0,0,2.8903717578961645,1,negative
2015,3,0,0,0,2.6390573296152584,2,positive
2016,2,0,0,0,2.302585092994046,1,positive
2017,2,4,0,0,3.2188758248682006,2,negative
2018,3,1,0,0,2.5649493574615367,1,positive
2019,2,0,0,0,2.0794415416798357,2,positive
2020,2,4,1,0,3.258096538021482,0,negative
2021,7,1,1,0,3.295836866004329,2,negative
2023,1,0,0,0,2.1972245773362196,2,negative
2024,2,5,0,1,2.9444389791664403,2,negative
2027,5,2,1,0,3.1780538303479458,3,negative
2028,5,2,0,0,3.2188758248682006,2,negative
2030,4,2,0,0,3.2188758248682006,5,negative
2031,7,2,0,0,3.6375861597263857,7,negative
2032,2,1,0,0,2.3978952727983707,2,negative
2033,4,1,0,1,3.332204510175204,8,negative
2034,4,4,0,0,3.2188758248682006,4,negative
2035,4,3,0,0,2.6390573296152584,0,positive
2036,3,5,0,1,3.4965075614664802,7,negative
2037,2,1,1,0,1.9459101490553132,2,negative
2038,1,1,0,0,2.302585092994046,0,negative
2039,7,3,1,0,3.367295829986474,4,negative
2040,5,4,0,0,3.258096538021482,1,negative
2041,6,1,0,0,3.332204510175204,5,negative
2042,10,0,0,0,3.4657359027997265,3,negative
2043,2,0,0,0,2.0794415416798357,2,negative
2044,6,4,0,1,3.332204510175204,2,negative
2045,2,2,0,0,2.5649493574615367,2,negative
2046,4,3,0,1,3.367295829986474,5,negative
2047,3,3,0,0,2.772588722239781,2,negative
2048,4,2,0,1,3.4657359027997265,5,negative
2049,5,5,0,0,3.4011973816621555,6,negative
2050,3,3,0,0,3.1780538303479458,3,negative
2051,7,4,0,0,3.332204510175204,3,negative
2052,9,0,0,0,2.9444389791664403,0,negative
2053,5,2,0,1,3.258096538021482,5,negative
2054,7,2,0,0,3.4011973816621555,6,negative
2055,4,1,1,0,2.9444389791664403,3,negative
2056,6,2,0,1,3.332204510175204,3,negative
2057,6,3,0,0,3.4339872044851463,2,negative
2058,7,3,0,0,3.332204510175204,4,negative
2060,6,7,0,0,3.258096538021482,2,negative
2061,4,5,0,1,3.367295829986474,5,negative
2062,5,3,0,0,3.258096538021482,0,negative
2063,5,3,0,1,3.2188758248682006,3,negative
2064,4,3,0,0,2.9444389791664403,1,negative
2065,0,0,0,0,1.6094379124341003,1,negative
2066,1,2,0,0,2.302585092994046,1,negative
2068,2,1,0,1,2.4849066497880004,0,negative
2069,8,3,0,0,3.1780538303479458,2,negative
2070,2,0,0,0,1.9459101490553132,0,positive
2072,7,6,0,0,3.367295829986474,2,negative
2073,3,2,0,0,2.8903717578961645,1,negative
2074,4,2,0,0,3.5263605246161616,8,negative
2075,6,2,0,0,3.1354942159291497,1,negative
2076,0,3,0,0,2.302585092994046,2,negative
2077,0,2,0,0,2.4849066497880004,1,positive
2079,6,5,0,0,3.258096538021482,3,negative
2080,1,1,1,0,1.791759469228055,0,negative
2081,5,2,0,0,2.995732273553991,4,negative
2082,5,6,0,0,3.258096538021482,3,negative
2083,6,2,1,0,3.4965075614664802,6,negative
2084,1,2,0,0,3.091042453358316,4,negative
2085,2,1,0,0,3.332204510175204,0,negative
2086,6,2,0,0,3.258096538021482,3,negative
2087,8,0,0,0,2.9444389791664403,2,negative
2088,6,2,1,0,2.9444389791664403,1,negative
2089,5,2,0,1,3.4011973816621555,1,negative
2091,2,3,0,0,3.1780538303479458,2,negative
2092,2,1,0,0,3.091042453358316,3,negative
2093,2,0,0,1,2.302585092994046,2,positive
2094,5,2,1,1,3.258096538021482,0,negative
2095,3,2,0,0,3.1780538303479458,0,negative
2096,5,4,0,0,3.367295829986474,1,negative
2097,3,3,0,0,3.1354942159291497,1,negative
2098,2,2,0,0,2.995732273553991,0,negative
2100,0,0,0,0,1.0986122886681098,0,negative
2102,0,0,0,0,0.6931471805599453,0,negative
2103,2,1,0,0,2.4849066497880004,0,negative
2104,1,0,0,0,3.044522437723423,3,negative
2106,6,2,0,0,2.8903717578961645,2,negative
2107,9,2,0,0,3.4011973816621555,6,negative
2108,3,1,0,0,2.833213344056216,1,negative
2109,0,0,0,1,1.3862943611198906,1,negative
2110,5,2,0,0,2.772588722239781,1,negative
2112,4,2,0,0,2.772588722239781,1,negative
2113,1,0,0,0,1.0986122886681098,0,negative
2114,7,4,1,0,3.4011973816621555,3,negative
2116,9,2,0,0,3.258096538021482,4,negative
2117,10,5,1,0,3.4011973816621555,0,negative
2119,4,2,0,0,3.4339872044851463,4,negative
2121,2,4,0,0,3.044522437723423,2,negative
2122,3,5,0,0,3.1780538303479458,3,negative
2123,4,3,0,1,3.044522437723423,1,positive
2124,7,5,1,0,3.4011973816621555,6,negative
2125,4,2,0,0,3.091042453358316,2,negative
2126,7,1,0,0,3.1354942159291497,1,negative
2127,8,4,0,0,3.4339872044851463,3,negative
2128,4,3,0,0,3.2188758248682006,3,negative
2130,6,2,0,1,3.1780538303479458,3,positive
2132,4,0,1,1,3.258096538021482,0,negative
2133,3,3,0,0,2.833213344056216,1,negative
2134,1,2,0,0,2.70805020110221,0,negative
2136,1,0,0,0,2.6390573296152584,1,negative
2137,5,2,0,0,3.2188758248682006,1,negative
2139,6,2,0,0,3.295836866004329,4,negative
2140,6,1,1,0,3.367295829986474,4,negative
2141,7,2,0,0,3.4011973816621555,2,negative
2142,6,5,0,1,3.367295829986474,1,negative
2144,5,4,0,0,3.091042453358316,3,negative
2145,5,4,0,0,3.1354942159291497,2,negative
2147,5,1,0,0,3.091042453358316,2,negative
2148,5,2,0,0,3.4339872044851463,2,negative
2149,4,0,0,0,2.1972245773362196,1,negative
2152,3,1,0,0,2.4849066497880004,0,negative
2153,1,2,0,1,2.833213344056216,1,negative
2154,3,2,0,0,3.4965075614664802,2,negative
2155,4,2,0,0,2.833213344056216,2,negative
2157,3,0,1,0,2.9444389791664403,2,negative
2158,10,2,1,0,3.4339872044851463,2,negative
2159,6,2,0,0,3.332204510175204,4,negative
2160,2,0,0,0,2.4849066497880004,1,positive
2161,4,2,0,0,2.6390573296152584,0,negative
2163,8,1,0,0,3.367295829986474,6,negative
2164,4,4,0,0,3.295836866004329,4,negative
2165,6,3,0,0,3.1354942159291497,0,negative
2166,3,2,0,0,2.8903717578961645,0,negative
2167,8,1,0,0,3.4339872044851463,6,negative
2168,5,2,0,0,3.258096538021482,1,negative
2170,4,1,0,0,2.9444389791664403,1,negative
2171,6,3,0,0,3.332204510175204,2,negative
2172,5,1,0,0,3.4011973816621555,2,negative
2173,2,3,0,0,3.044522437723423,1,negative
2174,6,0,0,0,2.5649493574615367,1,negative
2175,4,2,0,0,3.2188758248682006,1,negative
2176,3,0,0,0,3.091042453358316,2,negative
2177,2,3,0,0,3.258096538021482,4,negative
2178,4,2,0,0,2.995732273553991,3,negative
2179,2,2,0,0,3.367295829986474,5,negative
2180,6,1,0,1,3.4011973816621555,4,negative
2181,3,3,0,0,2.995732273553991,3,negative
2182,6,0,0,1,2.995732273553991,3,negative
2183,5,0,0,0,2.5649493574615367,1,negative
2184,4,0,0,0,3.258096538021482,3,negative
2185,9,4,0,0,3.258096538021482,1,negative
2187,5,0,0,0,2.3978952727983707,2,negative
2188,5,2,0,1,3.58351893845611,1,negative
2189,4,3,0,0,3.332204510175204,5,negative
2190,5,1,0,0,3.4011973816621555,6,negative
2192,1,2,0,0,2.5649493574615367,2,negative
2193,7,1,0,0,3.4011973816621555,5,negative
2194,1,5,0,1,3.332204510175204,3,negative
2195,0,1,0,0,1.6094379124341003,1,negative
2196,6,2,0,1,3.367295829986474,2,negative
2197,1,0,0,0,2.302585092994046,3,negative
2198,2,1,0,1,2.9444389791664403,2,positive
2199,4,4,0,0,3.295836866004329,3,negative
2200,8,5,0,0,3.4339872044851463,5,negative
2201,5,2,0,0,3.1354942159291497,2,negative
2202,2,4,0,1,3.295836866004329,0,negative
2204,2,0,0,0,2.3978952727983707,3,negative
2205,6,0,0,0,2.8903717578961645,1,positive
2206,2,0,1,1,2.70805020110221,0,negative
2207,1,0,0,0,1.0986122886681098,0,negative
2208,2,6,0,1,3.4011973816621555,1,negative
2209,1,1,0,1,2.5649493574615367,2,positive
2210,6,4,0,0,3.091042453358316,0,negative
2211,12,1,1,0,3.6109179126442243,2,negative
2212,1,0,0,0,1.3862943611198906,0,negative
2213,2,0,0,0,1.0986122886681098,0,negative
2214,7,2,0,0,3.4011973816621555,1,negative
2215,2,4,0,0,2.8903717578961645,0,negative
2217,6,2,1,0,3.5553480614894135,5,negative
2218,4,3,0,0,3.044522437723423,2,negative
2220,5,1,0,0,3.091042453358316,3,negative
2221,6,1,0,0,3.044522437723423,2,negative
2223,4,2,1,0,3.4657359027997265,6,negative
2225,3,1,0,0,2.8903717578961645,4,negative
2226,3,1,0,1,2.9444389791664403,3,negative
2227,3,2,0,0,3.367295829986474,3,negative
2228,2,0,0,1,2.4849066497880004,2,positive
2231,6,1,0,0,3.091042453358316,3,negative
2232,6,2,0,0,2.9444389791664403,4,negative
2233,2,0,0,0,2.70805020110221,3,negative
2236,6,1,0,1,3.5263605246161616,3,negative
2237,5,2,0,0,3.258096538021482,4,negative
2239,6,3,0,1,3.258096538021482,2,negative
2240,3,1,1,0,2.995732273553991,0,negative
2243,4,1,0,0,3.1780538303479458,3,negative
2244,5,2,0,0,3.5553480614894135,2,negative
2245,0,0,0,0,2.70805020110221,2,negative
2247,6,1,0,1,3.2188758248682006,0,negative
2248,2,1,0,0,2.8903717578961645,3,negative
2250,3,4,0,1,3.2188758248682006,2,negative
2251,2,5,0,0,3.4339872044851463,3,negative
2252,7,3,0,0,3.4011973816621555,1,negative
2253,5,2,0,1,3.1354942159291497,5,negative
2254,5,3,0,0,3.295836866004329,1,negative
2255,5,1,0,0,3.1780538303479458,0,negative
2256,6,2,0,0,3.4011973816621555,3,negative
2257,6,2,0,0,3.4965075614664802,3,negative
2258,0,1,0,0,1.3862943611198906,0,negative
2259,4,1,0,0,2.772588722239781,1,positive
2261,3,4,0,0,3.1780538303479458,2,negative
2262,5,2,0,0,3.1780538303479458,2,negative
2263,8,3,0,0,3.4011973816621555,5,negative
2264,3,1,0,1,2.5649493574615367,3,positive
2266,6,5,0,0,3.367295829986474,2,negative
2267,7,2,0,0,3.258096538021482,6,negative
2268,0,0,0,0,1.0986122886681098,0,negative
2269,7,4,0,0,3.2188758248682006,3,negative
2270,1,0,0,1,3.6635616461296463,0,negative
2271,1,2,0,0,3.1354942159291497,0,negative
2273,6,3,0,0,3.4011973816621555,1,positive
2274,3,1,0,0,2.0794415416798357,0,negative
2275,4,2,1,0,3.367295829986474,4,negative
2276,5,2,1,0,3.332204510175204,5,negative
2277,7,3,0,0,3.295836866004329,0,negative
2278,2,5,0,0,3.4011973816621555,0,negative
2279,1,0,0,0,2.0794415416798357,1,positive
2280,1,2,0,0,3.044522437723423,4,negative
2281,3,0,0,0,2.833213344056216,7,negative
2282,4,5,0,0,3.332204510175204,3,positive
2283,2,2,0,1,2.70805020110221,1,positive
2284,5,4,1,0,3.332204510175204,1,negative
2285,1,0,0,0,0.6931471805599453,0,positive
2287,6,6,0,1,3.6635616461296463,5,negative
2288,4,0,0,1,3.4339872044851463,1,negative
2289,6,3,0,0,3.2188758248682006,2,negative
2290,3,1,0,1,3.295836866004329,4,negative
2291,7,0,0,0,3.1780538303479458,4,negative
2293,5,1,0,0,3.258096538021482,1,negative
2294,5,4,0,0,3.1354942159291497,1,negative
2297,3,1,0,0,1.791759469228055,1,negative
2298,3,3,0,0,2.772588722239781,1,negative
2299,2,1,0,1,2.9444389791664403,1,negative
2300,3,2,0,0,2.3978952727983707,0,negative
2302,5,4,0,0,3.4011973816621555,2,negative
2303,5,2,0,1,3.367295829986474,4,positive
2304,10,3,0,1,3.4011973816621555,2,negative
2305,8,3,0,0,3.4011973816621555,2,negative
2306,3,5,0,0,3.091042453358316,3,negative
2307,6,1,0,0,3.367295829986474,1,negative
2308,5,1,0,0,2.9444389791664403,0,negative
2310,4,3,0,0,3.1780538303479458,3,negative
2311,4,2,0,0,2.772588722239781,4,negative
2312,3,2,0,0,3.258096538021482,0,negative
2313,7,3,0,0,3.1780538303479458,3,negative
2315,4,2,0,0,3.332204510175204,4,negative
2317,8,0,0,0,3.1354942159291497,1,negative
2318,4,2,0,0,2.9444389791664403,2,negative
2319,6,4,0,0,3.044522437723423,2,negative
2320,3,1,1,0,2.833213344056216,0,negative
2321,0,4,0,0,2.70805020110221,0,negative
2322,3,2,0,0,2.3978952727983707,1,negative
2323,1,0,1,0,1.0986122886681098,0,negative
2324,5,4,1,0,3.044522437723423,0,negative
2325,0,1,0,0,1.791759469228055,0,negative
2326,1,0,0,0,2.0794415416798357,0,negative
2327,4,3,0,0,3.1354942159291497,2,positive
2328,4,2,0,0,2.6390573296152584,0,negative
2329,1,0,0,0,1.791759469228055,1,positive
2330,6,1,1,0,2.995732273553991,2,negative
2331,2,1,0,1,3.044522437723423,5,positive
2332,2,2,0,1,2.772588722239781,2,negative
2333,6,2,1,0,2.9444389791664403,2,negative
2334,4,1,0,0,3.044522437723423,5,negative
2335,3,2,0,0,3.044522437723423,1,negative
2336,4,2,0,0,3.2188758248682006,3,negative
2337,3,1,0,0,2.1972245773362196,1,negative
2338,4,2,0,0,3.1354942159291497,1,negative
2339,5,3,0,1,3.4339872044851463,2,negative
2341,3,1,0,1,3.295836866004329,5,negative
2342,0,0,0,1,3.6109179126442243,2,positive
2343,8,2,1,0,3.4657359027997265,4,negative
2344,6,2,0,0,3.2188758248682006,6,negative
2345,1,0,0,1,1.3862943611198906,0,positive
2346,5,0,0,0,2.8903717578961645,2,positive
2347,3,1,1,1,2.6390573296152584,3,positive
2348,4,4,0,0,2.995732273553991,4,negative
2349,4,4,0,0,3.4657359027997265,4,negative
2350,2,1,0,0,2.8903717578961645,1,negative
2351,6,2,0,1,3.258096538021482,3,positive
2352,6,1,0,0,2.8903717578961645,3,negative
2353,7,0,0,0,3.295836866004329,2,negative
2354,1,3,0,0,3.4011973816621555,9,negative
2355,5,3,0,1,2.9444389791664403,2,positive
2356,5,3,0,0,3.332204510175204,1,negative
2358,0,1,0,0,2.772588722239781,3,positive
2359,4,4,0,0,3.4011973816621555,4,negative
2360,9,1,0,0,3.2188758248682006,3,negative
2361,1,1,0,0,2.0794415416798357,0,negative
2362,13,1,0,0,3.6375861597263857,3,negative
2364,8,2,1,0,3.044522437723423,0,negative
2365,5,2,0,0,3.1780538303479458,1,negative
2366,1,1,1,0,2.302585092994046,0,negative
2367,4,2,0,1,3.295836866004329,3,negative
2368,3,1,0,1,2.4849066497880004,1,negative
2369,5,1,0,0,3.258096538021482,4,negative
2371,2,3,0,1,2.9444389791664403,3,positive
2372,3,0,0,0,3.044522437723423,5,negative
2373,6,1,0,1,3.2188758248682006,1,negative
2374,7,0,0,1,3.295836866004329,3,positive
2376,6,2,0,0,3.295836866004329,3,negative
2377,5,0,1,0,2.70805020110221,1,negative
2379,4,3,0,1,2.772588722239781,3,negative
2380,7,2,0,0,2.6390573296152584,2,negative
2381,3,0,0,0,2.1972245773362196,1,negative
2383,4,1,0,0,3.091042453358316,2,negative
2385,6,3,0,0,3.295836866004329,4,positive
2386,11,0,0,0,3.332204510175204,2,negative
2388,3,5,0,0,3.1780538303479458,4,negative
2389,2,1,0,0,2.5649493574615367,1,negative
2390,2,2,0,0,3.4011973816621555,2,negative
2391,8,5,0,1,3.5263605246161616,2,negative
2392,4,0,0,0,2.8903717578961645,3,positive
2393,3,2,0,0,3.295836866004329,4,negative
2394,6,1,0,0,3.4011973816621555,5,negative
2395,4,3,0,0,3.332204510175204,2,negative
2396,3,2,0,0,2.4849066497880004,1,positive
2398,2,2,0,0,2.995732273553991,1,negative
2399,4,2,0,1,2.5649493574615367,0,negative
2400,1,0,0,0,2.6390573296152584,0,positive
2401,1,0,0,0,2.1972245773362196,1,positive
2403,1,3,0,0,2.995732273553991,1,negative
2404,2,0,0,0,2.6390573296152584,1,negative
2405,5,2,0,0,3.2188758248682006,4,negative
2406,4,4,0,0,3.4011973816621555,5,negative
2407,7,3,0,0,3.091042453358316,1,negative
2408,4,2,0,0,3.4011973816621555,1,negative
2410,9,1,0,1,3.1780538303479458,4,negative
2412,1,0,0,0,1.791759469228055,1,positive
2413,2,1,0,0,3.258096538021482,0,negative
2414,4,6,0,0,3.258096538021482,4,negative
2415,4,3,0,0,3.1780538303479458,4,positive
2416,1,2,0,1,2.1972245773362196,0,negative
2417,0,0,0,0,1.6094379124341003,0,negative
2421,6,3,0,0,3.1780538303479458,0,negative
2423,2,1,0,0,2.70805020110221,0,negative
2424,8,0,1,0,3.258096538021482,3,negative
2425,6,2,0,0,3.044522437723423,1,positive
2426,4,1,0,0,3.367295829986474,1,negative
2428,6,2,1,0,3.332204510175204,3,negative
2429,2,2,0,0,2.995732273553991,3,negative
2430,5,1,0,0,2.772588722239781,4,negative
2431,4,1,0,1,3.258096538021482,3,negative
2432,2,4,0,0,3.4011973816621555,3,negative
2433,5,0,0,0,3.295836866004329,4,negative
2434,3,4,0,1,3.4339872044851463,4,negative
2436,0,0,0,0,2.6390573296152584,0,negative
2437,6,2,0,1,3.1780538303479458,3,negative
2439,6,3,1,0,3.4965075614664802,3,negative
2440,5,2,0,0,3.258096538021482,5,negative
2441,9,5,0,0,3.258096538021482,4,negative
2442,2,2,0,0,3.044522437723423,4,negative
2443,0,0,0,0,2.5649493574615367,0,negative
2444,0,1,0,0,2.4849066497880004,0,negative
2445,0,1,0,0,2.0794415416798357,0,negative
2446,8,2,0,1,3.332204510175204,1,negative
2447,5,1,0,0,3.295836866004329,2,negative
2448,2,2,0,0,2.8903717578961645,0,negative
2449,2,6,0,0,3.295836866004329,2,negative
2450,3,4,1,1,3.1780538303479458,0,positive
2451,5,2,1,1,3.4657359027997265,3,negative
2452,3,6,0,0,3.4657359027997265,0,negative
2453,7,2,1,0,3.258096538021482,1,negative
2454,1,2,0,0,2.9444389791664403,1,negative
2455,2,2,0,0,2.5649493574615367,3,negative
2456,3,3,0,1,3.332204510175204,4,negative
2458,5,1,0,1,3.4657359027997265,7,negative
2459,3,0,0,0,2.70805020110221,1,negative
2460,3,2,0,0,3.258096538021482,1,negative
2462,1,0,0,1,2.0794415416798357,1,positive
2463,0,1,0,1,1.9459101490553132,1,negative
2464,4,2,0,1,3.5553480614894135,4,negative
2465,5,2,0,0,3.2188758248682006,1,negative
2466,5,6,0,1,3.6635616461296463,2,negative
2467,7,4,1,0,3.4011973816621555,2,negative
2468,5,1,0,0,3.1354942159291497,2,negative
2469,6,2,0,0,3.4339872044851463,4,negative
2470,6,1,0,0,3.367295829986474,3,negative
2471,2,1,0,1,3.258096538021482,4,negative
2472,3,4,1,0,3.258096538021482,0,negative
2473,3,5,0,0,3.091042453358316,0,negative
2476,3,1,0,0,2.302585092994046,2,negative
2477,1,0,0,1,2.0794415416798357,2,positive
2479,4,1,0,1,3.2188758248682006,4,positive
2482,1,1,0,1,2.772588722239781,0,positive
2483,5,2,0,0,3.295836866004329,1,negative
2484,3,1,0,0,2.6390573296152584,1,negative
2485,7,3,0,0,3.258096538021482,1,negative
2486,3,0,0,0,2.4849066497880004,2,negative
2487,4,3,0,0,3.1780538303479458,3,negative
2489,5,1,1,0,3.2188758248682006,1,negative
2490,7,2,0,0,3.4339872044851463,3,negative
2491,3,2,0,0,3.295836866004329,2,negative
2492,9,3,0,0,3.332204510175204,0,negative
2493,5,5,0,1,3.4011973816621555,1,negative
2494,5,1,0,0,3.2188758248682006,1,negative
2495,5,1,0,0,2.4849066497880004,2,negative
2497,7,0,0,0,3.1354942159291497,1,negative
2499,1,1,1,1,3.1780538303479458,0,negative
2500,8,5,0,0,3.332204510175204,1,negative
2501,8,3,0,1,3.332204510175204,0,negative
2502,6,5,0,0,3.4011973816621555,5,negative
2503,4,2,0,0,2.995732273553991,2,positive
2505,3,2,0,0,2.4849066497880004,0,negative
2506,2,4,0,1,3.367295829986474,5,negative
2507,0,0,0,0,2.302585092994046,1,negative
2508,5,2,1,1,3.1354942159291497,2,negative
2509,3,5,0,0,3.1780538303479458,1,negative
2510,3,1,1,0,3.044522437723423,5,negative
2511,1,2,0,0,2.6390573296152584,1,negative
2513,3,0,0,0,2.772588722239781,2,negative
2514,7,2,0,0,3.091042453358316,4,negative
2516,5,7,0,0,3.2188758248682006,3,negative
2517,3,1,0,0,3.5263605246161616,4,positive
2518,6,4,0,0,3.295836866004329,3,negative
2519,3,1,0,0,3.1354942159291497,2,negative
2520,7,5,0,0,3.295836866004329,0,negative
2521,6,1,0,0,3.2188758248682006,4,negative
2522,3,2,0,1,3.044522437723423,1,negative
2523,7,1,0,0,3.295836866004329,3,negative
2524,4,6,0,0,3.4339872044851463,3,negative
2525,2,3,0,1,3.091042453358316,2,negative
2526,9,3,0,0,3.4011973816621555,2,negative
2527,1,2,0,0,2.3978952727983707,2,negative
2528,2,0,0,0,2.302585092994046,1,negative
2529,6,5,0,0,3.1354942159291497,2,negative
2530,3,3,0,0,3.4965075614664802,3,negative
2531,6,0,0,0,3.044522437723423,3,positive
2532,5,2,0,1,3.1354942159291497,3,negative
2533,11,1,0,0,3.4965075614664802,6,negative
2535,5,3,0,0,3.6375861597263857,6,negative
2536,2,2,0,0,2.8903717578961645,0,negative
2537,8,2,0,0,3.4339872044851463,2,negative
2538,6,4,0,0,3.295836866004329,2,negative
2539,7,2,0,0,3.2188758248682006,1,negative
2540,3,2,0,0,3.258096538021482,4,negative
2541,4,0,0,1,2.8903717578961645,0,positive
2542,1,2,0,0,2.0794415416798357,0,negative
2543,1,1,0,0,2.3978952727983707,1,negative
2544,0,0,0,0,2.70805020110221,0,positive
2545,5,1,0,1,3.1780538303479458,3,negative
2548,3,3,0,1,3.2188758248682006,2,negative
2549,8,1,0,0,2.995732273553991,3,positive
2550,8,2,0,0,3.258096538021482,1,negative
2551,6,2,0,0,2.772588722239781,3,positive
2552,6,5,0,0,3.1780538303479458,1,positive
2554,7,1,0,0,3.367295829986474,3,negative
2555,4,0,1,0,2.6390573296152584,0,negative
